"","sex","edu","employed","bornin_canada","province","votechoice","income","age"
"13230","Male",1,1,1,"Ontario","Conservative Party","$75,000 to $99,999","NA"
"13231","Male",1,1,1,"Ontario","Liberal Party","$100,000 to $ 124,999","NA"
"13232","Female",0,1,1,"Ontario","NA","$25,000 to $49,999","30 to 44"
"13233","Male",1,1,1,"Alberta","Conservative Party","$125,000 and more","NA"
"13234","Female",1,1,1,"Ontario","NA","Less than $25,000","NA"
"13235","Male",1,0,NA,"Ontario","NA","NA","NA"
"13236","Female",0,0,NA,"Ontario","NA","NA","NA"
"13237","Female",1,0,1,"Ontario","NA","$50,000 to $74,999","NA"
"13238","Female",0,0,NA,"Ontario","Conservative Party","NA","NA"
"13239","Female",1,1,1,"Quebec","NA","$125,000 and more","NA"
"13240","Male",1,0,1,"Quebec","Liberal Party","NA","NA"
"13241","Female",1,0,1,"Alberta","NA","Less than $25,000","NA"
"13242","Female",1,1,1,"British Columbia","Liberal Party","$50,000 to $74,999","60 to 74"
"13243","Male",1,0,1,"Ontario","Conservative Party","NA","60 to 74"
"13244","Male",1,0,1,"Ontario","NA","Less than $25,000","45 to 59"
"13245","Female",0,1,0,"Ontario","NA","$25,000 to $49,999","NA"
"13246","Female",1,0,1,"Ontario","NA","$75,000 to $99,999","NA"
"13247","Female",1,0,0,"British Columbia","Conservative Party","NA","NA"
"13248","Male",1,1,1,"Nova Scotia","NA","NA","NA"
"13249","Female",0,NA,1,"Alberta","Conservative Party","NA","NA"
"13250","Female",1,0,1,"Ontario","NA","Less than $25,000","NA"
"13251","Female",1,1,1,"Ontario","NA","NA","30 to 44"
"13252","Male",1,1,0,"Ontario","Liberal Party","$75,000 to $99,999","NA"
"13253","Female",0,0,1,"New Brunswick","Liberal Party","$50,000 to $74,999","NA"
"13254","Male",1,1,0,"Quebec","Liberal Party","$125,000 and more","NA"
"13255","Male",0,0,0,"Ontario","Liberal Party","$25,000 to $49,999","NA"
"13256","Male",1,1,1,"Ontario","Liberal Party","NA","NA"
"13257","Female",1,0,1,"Ontario","NA","NA","NA"
"13258","Female",1,0,1,"Alberta","Conservative Party","$50,000 to $74,999","NA"
"13259","Male",0,0,1,"Saskatchewan","Liberal Party","$25,000 to $49,999","NA"
"13260","Male",0,1,1,"Quebec","NA","$75,000 to $99,999","NA"
"13261","Female",1,1,1,"Ontario","NA","$125,000 and more","NA"
"13262","Female",1,0,0,"Ontario","Liberal Party","$75,000 to $99,999","NA"
"13263","Female",0,1,1,"Newfoundland and Labrador","NA","NA","NA"
"13264","Female",1,0,1,"Quebec","Conservative Party","Less than $25,000","NA"
"13265","Male",1,0,1,"Ontario","Conservative Party","$100,000 to $ 124,999","NA"
"13266","Female",1,0,1,"Ontario","Liberal Party","$25,000 to $49,999","NA"
"13267","Male",1,1,1,"British Columbia","Conservative Party","$125,000 and more","45 to 59"
"13268","Female",1,1,1,"British Columbia","Liberal Party","$125,000 and more","45 to 59"
"13269","Female",0,1,1,"Quebec","NA","$25,000 to $49,999","NA"
"13270","Male",1,1,1,"Alberta","Conservative Party","$125,000 and more","30 to 44"
"13271","Female",1,0,1,"Ontario","NA","$75,000 to $99,999","NA"
"13272","Female",0,1,1,"Manitoba","Conservative Party","$25,000 to $49,999","NA"
"13273","Male",0,0,0,"British Columbia","Liberal Party","$25,000 to $49,999","NA"
"13274","Female",0,0,1,"Quebec","NA","NA","NA"
"13275","Male",0,1,1,"Ontario","Liberal Party","$50,000 to $74,999","NA"
"13276","Male",1,0,1,"Ontario","Conservative Party","$100,000 to $ 124,999","75 and above"
"13277","Female",1,1,1,"Ontario","NA","NA","NA"
"13278","Female",0,1,1,"British Columbia","Conservative Party","$50,000 to $74,999","NA"
"13279","Female",1,1,1,"Ontario","Conservative Party","$100,000 to $ 124,999","NA"
"13280","Female",1,0,1,"New Brunswick","Conservative Party","$50,000 to $74,999","NA"
"13281","Male",0,1,1,"Saskatchewan","Conservative Party","$25,000 to $49,999","NA"
"13282","Female",1,1,1,"Manitoba","Conservative Party","NA","NA"
"13283","Male",1,0,1,"Ontario","Liberal Party","$100,000 to $ 124,999","NA"
"13284","Female",1,1,0,"Quebec","Liberal Party","$50,000 to $74,999","NA"
"13285","Female",0,1,1,"Saskatchewan","Conservative Party","NA","NA"
"13286","Female",0,1,0,"Ontario","NA","NA","NA"
"13287","Female",1,1,0,"Manitoba","NA","NA","NA"
"13288","Male",0,1,1,"Alberta","NA","$100,000 to $ 124,999","45 to 59"
"13289","Male",0,1,1,"Quebec","Liberal Party","$75,000 to $99,999","NA"
"13290","Male",1,0,1,"British Columbia","Liberal Party","NA","NA"
"13291","Female",1,1,1,"Quebec","NA","$25,000 to $49,999","NA"
"13292","Male",0,1,0,"Manitoba","Liberal Party","Less than $25,000","NA"
"13293","Female",1,0,1,"British Columbia","NA","$25,000 to $49,999","NA"
"13294","Female",1,1,1,"Quebec","NA","$125,000 and more","NA"
"13295","Male",1,0,1,"Quebec","Liberal Party","NA","NA"
"13296","Male",1,1,1,"Ontario","Conservative Party","NA","NA"
"13297","Female",1,1,1,"Alberta","Conservative Party","$50,000 to $74,999","30 to 44"
"13298","Female",1,1,1,"Alberta","NA","$100,000 to $ 124,999","NA"
"13299","Male",1,1,1,"Quebec","Liberal Party","$125,000 and more","NA"
"13300","Male",1,1,1,"Ontario","NA","NA","NA"
"13301","Female",1,1,1,"Ontario","Liberal Party","$75,000 to $99,999","30 to 44"
"13302","Female",0,NA,1,"Quebec","Liberal Party","$25,000 to $49,999","NA"
"13303","Female",1,0,1,"Ontario","NA","$75,000 to $99,999","NA"
"13304","Female",1,1,1,"Prince Edward Island","Liberal Party","$25,000 to $49,999","NA"
"13305","Male",1,1,0,"Ontario","Conservative Party","$100,000 to $ 124,999","NA"
"13306","Female",0,0,0,"Ontario","Liberal Party","$50,000 to $74,999","NA"
"13307","Female",0,1,1,"Alberta","NA","NA","NA"
"13308","Female",1,1,1,"Alberta","Conservative Party","NA","NA"
"13309","Male",0,0,1,"Quebec","NA","$50,000 to $74,999","NA"
"13310","Male",1,0,0,"Nova Scotia","Conservative Party","$25,000 to $49,999","75 and above"
"13311","Female",1,1,1,"Quebec","Liberal Party","$100,000 to $ 124,999","NA"
"13312","Male",1,0,1,"Quebec","Liberal Party","$100,000 to $ 124,999","NA"
"13313","Male",1,0,1,"Alberta","Conservative Party","$75,000 to $99,999","NA"
"13314","Male",0,0,1,"Ontario","Liberal Party","Less than $25,000","NA"
"13315","Female",1,1,1,"Ontario","NA","$50,000 to $74,999","NA"
"13316","Male",1,1,0,"Alberta","NA","$75,000 to $99,999","NA"
"13317","Female",0,1,1,"Alberta","NA","$75,000 to $99,999","18 to 29"
"13318","Female",1,1,1,"Quebec","NA","$75,000 to $99,999","NA"
"13319","Male",1,0,1,"Ontario","NA","$25,000 to $49,999","60 to 74"
"13320","Female",1,1,1,"Ontario","Conservative Party","NA","NA"
"13321","Female",1,0,1,"Quebec","NA","$75,000 to $99,999","NA"
"13322","Male",1,0,0,"Manitoba","Liberal Party","NA","NA"
"13323","Male",0,0,1,"Manitoba","Conservative Party","$75,000 to $99,999","45 to 59"
"13324","Female",1,1,1,"Alberta","Liberal Party","$100,000 to $ 124,999","30 to 44"
"13325","Female",0,1,1,"New Brunswick","NA","$25,000 to $49,999","NA"
"13326","Male",1,0,1,"Alberta","Conservative Party","$25,000 to $49,999","NA"
"13327","Male",1,1,1,"Ontario","NA","$50,000 to $74,999","NA"
"13328","Male",1,1,1,"Newfoundland and Labrador","Conservative Party","$75,000 to $99,999","NA"
"13329","Female",1,1,1,"Alberta","Conservative Party","$125,000 and more","NA"
"13330","Female",1,0,1,"Ontario","Liberal Party","$125,000 and more","NA"
"13331","Female",1,1,1,"New Brunswick","NA","$50,000 to $74,999","NA"
"13332","Female",1,0,1,"Alberta","Conservative Party","$25,000 to $49,999","NA"
"13333","Female",0,0,1,"Quebec","Liberal Party","$25,000 to $49,999","60 to 74"
"13334","Male",1,1,0,"Quebec","NA","$50,000 to $74,999","NA"
"13335","Female",1,1,1,"Alberta","Conservative Party","$100,000 to $ 124,999","60 to 74"
"13336","Male",1,0,1,"Quebec","Liberal Party","$25,000 to $49,999","NA"
"13337","Male",1,0,1,"Quebec","NA","$50,000 to $74,999","60 to 74"
"13338","Female",1,0,1,"Ontario","Liberal Party","$75,000 to $99,999","NA"
"13339","Female",1,NA,1,"Ontario","Liberal Party","NA","NA"
"13340","Female",1,0,0,"Saskatchewan","NA","$100,000 to $ 124,999","45 to 59"
"13341","Female",1,0,1,"Saskatchewan","Conservative Party","NA","NA"
"13342","Female",0,0,1,"Quebec","NA","Less than $25,000","NA"
"13343","Male",1,1,1,"Quebec","Liberal Party","$125,000 and more","NA"
"13344","Male",1,0,1,"Alberta","Conservative Party","$75,000 to $99,999","NA"
"13345","Male",1,1,1,"Quebec","NA","$50,000 to $74,999","60 to 74"
"13346","Male",1,NA,1,"Alberta","NA","$25,000 to $49,999","60 to 74"
"13347","Female",0,0,1,"Saskatchewan","Conservative Party","NA","NA"
"13348","Female",1,0,1,"Quebec","NA","$25,000 to $49,999","NA"
"13349","Female",1,1,1,"British Columbia","NA","$25,000 to $49,999","45 to 59"
"13350","Female",1,1,1,"Quebec","NA","$50,000 to $74,999","NA"
"13351","Male",1,0,1,"British Columbia","Liberal Party","$125,000 and more","NA"
"13352","Male",1,0,1,"Quebec","NA","$125,000 and more","NA"
"13353","Male",1,0,1,"Quebec","NA","$25,000 to $49,999","NA"
"13354","Male",1,1,1,"Ontario","NA","$125,000 and more","NA"
"13355","Male",1,1,1,"Ontario","NA","$125,000 and more","NA"
"13356","Female",0,1,1,"Quebec","NA","$75,000 to $99,999","NA"
"13357","Female",0,0,1,"Alberta","Conservative Party","$25,000 to $49,999","NA"
"13358","Female",1,1,1,"Manitoba","Liberal Party","$25,000 to $49,999","NA"
"13359","Male",0,1,1,"Quebec","Conservative Party","$50,000 to $74,999","NA"
"13360","Male",1,0,1,"Ontario","Conservative Party","$50,000 to $74,999","NA"
"13361","Female",1,0,1,"Ontario","Liberal Party","$25,000 to $49,999","NA"
"13362","Female",1,1,1,"Manitoba","NA","NA","NA"
"13363","Male",0,1,1,"New Brunswick","NA","$25,000 to $49,999","NA"
"13364","Female",1,0,0,"Alberta","NA","NA","45 to 59"
"13365","Male",1,1,1,"Ontario","Liberal Party","$25,000 to $49,999","NA"
"13366","Male",1,1,0,"Nova Scotia","NA","$100,000 to $ 124,999","NA"
"13367","Male",0,0,1,"British Columbia","Conservative Party","$25,000 to $49,999","NA"
"13368","Male",1,1,1,"Ontario","NA","NA","30 to 44"
"13369","Female",1,1,1,"Ontario","NA","$100,000 to $ 124,999","18 to 29"
"13370","Male",1,1,0,"Ontario","Conservative Party","$100,000 to $ 124,999","NA"
"13371","Female",1,0,1,"British Columbia","NA","NA","NA"
"13372","Male",0,1,1,"Manitoba","NA","$50,000 to $74,999","NA"
"13373","Female",1,1,1,"Alberta","Conservative Party","NA","NA"
"13374","Male",0,0,1,"Ontario","Conservative Party","NA","NA"
"13375","Female",1,1,1,"Ontario","Conservative Party","$125,000 and more","NA"
"13376","Female",1,0,0,"Ontario","NA","NA","NA"
"13377","Female",1,1,1,"Alberta","NA","$75,000 to $99,999","45 to 59"
"13378","Male",0,1,1,"Ontario","NA","$25,000 to $49,999","NA"
"13379","Female",1,1,1,"Ontario","Conservative Party","$75,000 to $99,999","NA"
"13380","Female",1,0,0,"Ontario","NA","Less than $25,000","NA"
"13381","Male",1,1,0,"Quebec","NA","$25,000 to $49,999","NA"
"13382","Female",1,0,0,"Ontario","Liberal Party","NA","NA"
"13383","Male",1,0,1,"Quebec","NA","NA","NA"
"13384","Male",1,0,0,"Ontario","Conservative Party","$50,000 to $74,999","NA"
"13385","Female",1,1,1,"Ontario","Liberal Party","NA","NA"
"13386","Male",1,0,1,"Alberta","Liberal Party","NA","NA"
"13387","Female",1,1,1,"Quebec","NA","$50,000 to $74,999","NA"
"13388","Female",1,0,1,"Manitoba","NA","$50,000 to $74,999","NA"
"13389","Female",0,1,1,"Quebec","NA","$50,000 to $74,999","NA"
"13390","Male",1,1,1,"Quebec","NA","$25,000 to $49,999","NA"
"13391","Female",1,1,1,"Manitoba","Conservative Party","$75,000 to $99,999","NA"
"13392","Female",1,1,1,"British Columbia","NA","$50,000 to $74,999","NA"
"13393","Female",1,1,1,"New Brunswick","NA","NA","NA"
"13394","Female",1,0,0,"Ontario","Liberal Party","Less than $25,000","NA"
"13395","Male",1,0,1,"Ontario","NA","NA","NA"
"13396","Female",1,1,1,"Quebec","Conservative Party","NA","NA"
"13397","Female",1,0,1,"Ontario","NA","Less than $25,000","60 to 74"
"13398","Male",1,0,1,"Alberta","NA","$25,000 to $49,999","NA"
"13399","Female",1,0,0,"Quebec","NA","Less than $25,000","NA"
"13400","Male",1,1,0,"Quebec","Conservative Party","NA","NA"
"13401","Male",0,1,1,"Quebec","Conservative Party","$125,000 and more","NA"
"13402","Female",1,1,1,"Quebec","NA","$75,000 to $99,999","NA"
"13403","Female",1,0,1,"Ontario","NA","$25,000 to $49,999","NA"
"13404","Female",1,0,1,"Ontario","Liberal Party","$50,000 to $74,999","NA"
"13405","Male",1,1,0,"Ontario","NA","$75,000 to $99,999","45 to 59"
"13406","Female",1,1,1,"Ontario","NA","NA","NA"
"13407","Female",1,1,1,"Ontario","Conservative Party","$50,000 to $74,999","NA"
"13408","Female",0,0,1,"Quebec","NA","Less than $25,000","NA"
"13409","Female",1,1,1,"Newfoundland and Labrador","NA","$100,000 to $ 124,999","NA"
"13410","Female",1,1,1,"Quebec","NA","$125,000 and more","NA"
"13411","Female",1,1,1,"Ontario","Conservative Party","$75,000 to $99,999","NA"
"13412","Female",1,1,0,"Quebec","Conservative Party","$50,000 to $74,999","NA"
"13413","Female",0,0,1,"Quebec","Liberal Party","Less than $25,000","NA"
"13414","Female",1,1,0,"Alberta","Conservative Party","$125,000 and more","NA"
"13415","Male",1,1,1,"British Columbia","Liberal Party","$125,000 and more","NA"
"13416","Female",1,1,1,"New Brunswick","Conservative Party","$25,000 to $49,999","NA"
"13417","Male",1,1,1,"British Columbia","NA","$125,000 and more","NA"
"13418","Female",1,1,1,"Ontario","NA","Less than $25,000","NA"
"13419","Female",1,1,1,"British Columbia","NA","NA","NA"
"13420","Female",1,1,1,"Ontario","Liberal Party","NA","NA"
"13421","Female",0,0,1,"Quebec","NA","NA","NA"
"13422","Male",1,1,1,"Ontario","Conservative Party","$100,000 to $ 124,999","30 to 44"
"13423","NA",1,0,0,"Manitoba","NA","$50,000 to $74,999","60 to 74"
"13424","Female",0,1,1,"Ontario","NA","NA","NA"
"13425","Male",0,1,0,"Alberta","Conservative Party","$125,000 and more","NA"
"13426","Male",1,0,0,"Ontario","Conservative Party","$75,000 to $99,999","60 to 74"
"13427","Male",1,1,1,"British Columbia","NA","Less than $25,000","NA"
"13428","Male",1,1,0,"Ontario","NA","$100,000 to $ 124,999","NA"
"13429","Female",1,1,1,"Ontario","NA","$50,000 to $74,999","45 to 59"
"13430","Male",0,0,1,"British Columbia","NA","Less than $25,000","30 to 44"
"13431","Male",1,0,1,"British Columbia","Conservative Party","NA","60 to 74"
"13432","Male",0,1,1,"Saskatchewan","NA","NA","NA"
"13433","Female",1,0,1,"Alberta","Conservative Party","NA","NA"
"13434","Female",1,0,1,"Quebec","NA","$25,000 to $49,999","NA"
"13435","Male",1,0,1,"Quebec","NA","$25,000 to $49,999","NA"
"13436","Male",0,0,1,"Quebec","NA","$50,000 to $74,999","NA"
"13437","Male",1,1,0,"British Columbia","NA","$100,000 to $ 124,999","NA"
"13438","Male",1,1,1,"Ontario","Conservative Party","$25,000 to $49,999","NA"
"13439","Female",0,1,1,"Newfoundland and Labrador","NA","NA","NA"
"13440","Female",1,1,1,"Ontario","NA","$125,000 and more","NA"
"13441","Female",0,1,1,"British Columbia","NA","NA","NA"
"13442","Male",1,1,1,"Alberta","Liberal Party","$100,000 to $ 124,999","NA"
"13443","Female",1,NA,1,"Ontario","Liberal Party","NA","NA"
"13444","Female",1,1,1,"Alberta","Conservative Party","NA","30 to 44"
"13445","Female",1,1,1,"Quebec","NA","$25,000 to $49,999","NA"
"13446","Male",1,1,1,"Ontario","NA","$125,000 and more","NA"
"13447","Female",1,1,1,"British Columbia","NA","$25,000 to $49,999","NA"
"13448","Male",1,1,0,"British Columbia","NA","NA","NA"
"13449","Female",1,1,1,"British Columbia","NA","NA","NA"
"13450","Male",1,0,1,"Ontario","NA","$125,000 and more","NA"
"13451","Male",1,0,1,"Alberta","Conservative Party","$75,000 to $99,999","NA"
"13452","Female",0,1,1,"Quebec","NA","Less than $25,000","NA"
"13453","Female",1,1,1,"Newfoundland and Labrador","Liberal Party","$125,000 and more","NA"
"13454","Female",1,0,0,"Ontario","NA","Less than $25,000","NA"
"13455","Female",1,1,1,"Ontario","Conservative Party","$75,000 to $99,999","NA"
"13456","Male",1,0,1,"New Brunswick","Liberal Party","Less than $25,000","NA"
"13457","Female",0,1,1,"Quebec","NA","$25,000 to $49,999","NA"
"13458","Female",1,1,1,"Ontario","NA","NA","NA"
"13459","Male",1,1,1,"British Columbia","Conservative Party","$75,000 to $99,999","NA"
"13460","Male",1,1,1,"Alberta","NA","$75,000 to $99,999","NA"
"13461","Male",1,0,1,"Quebec","Liberal Party","$25,000 to $49,999","NA"
"13462","Female",1,1,1,"Ontario","Liberal Party","NA","NA"
"13463","Male",1,1,0,"Ontario","Conservative Party","$125,000 and more","NA"
"13464","Female",1,1,1,"Ontario","NA","$100,000 to $ 124,999","NA"
"13465","Female",0,1,1,"Quebec","NA","$25,000 to $49,999","NA"
"13466","Male",1,1,1,"Newfoundland and Labrador","Conservative Party","$125,000 and more","NA"
"13467","Female",0,1,1,"Nova Scotia","Liberal Party","NA","NA"
"13468","Male",1,0,1,"Ontario","NA","$25,000 to $49,999","NA"
"13469","Male",1,1,1,"Ontario","Conservative Party","Less than $25,000","45 to 59"
"13470","Male",1,1,1,"British Columbia","NA","$25,000 to $49,999","NA"
"13471","Male",1,1,1,"Ontario","Conservative Party","$125,000 and more","45 to 59"
"13472","Male",1,1,1,"Alberta","Conservative Party","$125,000 and more","NA"
"13473","Female",0,0,1,"Ontario","NA","NA","NA"
"13474","Female",1,0,0,"Ontario","NA","$50,000 to $74,999","NA"
"13475","Male",1,0,1,"Ontario","NA","$25,000 to $49,999","NA"
"13476","Female",1,0,1,"British Columbia","NA","NA","NA"
"13477","Female",1,1,1,"Ontario","Liberal Party","$50,000 to $74,999","NA"
"13478","Male",1,1,1,"Alberta","Conservative Party","NA","45 to 59"
"13479","Male",1,0,1,"Ontario","Liberal Party","$125,000 and more","60 to 74"
"13480","Male",1,1,0,"Alberta","Conservative Party","$125,000 and more","NA"
"13481","Female",1,1,1,"Quebec","NA","NA","NA"
"13482","Male",1,1,1,"Ontario","Liberal Party","$75,000 to $99,999","NA"
"13483","Female",0,0,1,"Ontario","NA","Less than $25,000","NA"
"13484","Male",1,1,1,"Alberta","Conservative Party","$50,000 to $74,999","NA"
"13485","Male",1,0,1,"Ontario","Conservative Party","$125,000 and more","NA"
"13486","Female",0,0,1,"Ontario","NA","NA","NA"
"13487","Male",1,1,0,"Quebec","NA","$100,000 to $ 124,999","NA"
"13488","Male",1,1,0,"Quebec","NA","NA","60 to 74"
"13489","Male",0,1,1,"Quebec","NA","$100,000 to $ 124,999","NA"
"13490","Female",1,1,1,"British Columbia","NA","$50,000 to $74,999","NA"
"13491","Male",1,0,1,"Quebec","Liberal Party","$125,000 and more","60 to 74"
"13492","Male",1,0,1,"Ontario","Conservative Party","$25,000 to $49,999","NA"
"13493","Male",1,1,0,"Ontario","Conservative Party","$25,000 to $49,999","18 to 29"
"13494","Female",1,1,0,"NA","NA","$100,000 to $ 124,999","NA"
"13495","Male",1,0,1,"Ontario","NA","$25,000 to $49,999","60 to 74"
"13496","Female",1,0,1,"Prince Edward Island","Liberal Party","$100,000 to $ 124,999","60 to 74"
"13497","Female",1,NA,1,"Ontario","Conservative Party","NA","NA"
"13498","Female",0,1,1,"Quebec","NA","$25,000 to $49,999","NA"
"13499","Female",1,1,0,"Ontario","Liberal Party","$50,000 to $74,999","NA"
"13500","Male",1,0,1,"Ontario","Liberal Party","$50,000 to $74,999","60 to 74"
"13501","Male",0,0,1,"Ontario","NA","$25,000 to $49,999","NA"
"13502","Female",1,0,1,"Saskatchewan","Conservative Party","$50,000 to $74,999","NA"
"13503","Female",1,1,1,"Ontario","Liberal Party","$75,000 to $99,999","NA"
"13504","Female",0,1,1,"Ontario","NA","NA","NA"
"13505","Male",1,1,1,"British Columbia","NA","$75,000 to $99,999","45 to 59"
"13506","Male",1,0,0,"Ontario","Conservative Party","NA","NA"
"13507","Female",1,0,0,"Ontario","NA","$50,000 to $74,999","NA"
"13508","Female",1,0,1,"Ontario","NA","NA","NA"
"13509","Female",1,0,1,"Ontario","NA","$25,000 to $49,999","NA"
"13510","Male",0,0,1,"Ontario","NA","NA","45 to 59"
"13511","Male",1,1,0,"Ontario","NA","$50,000 to $74,999","NA"
"13512","Female",1,0,1,"Ontario","Conservative Party","NA","NA"
"13513","Male",1,1,1,"Ontario","Liberal Party","$100,000 to $ 124,999","45 to 59"
"13514","Female",1,1,1,"Ontario","NA","Less than $25,000","NA"
"13515","Female",1,0,1,"Quebec","Conservative Party","NA","NA"
"13516","Male",1,0,1,"Alberta","Liberal Party","$50,000 to $74,999","NA"
"13517","Male",NA,0,0,"Alberta","NA","NA","NA"
"13518","Female",1,0,0,"Quebec","Liberal Party","$25,000 to $49,999","NA"
"13519","Female",1,1,1,"Ontario","NA","NA","NA"
"13520","Male",1,1,1,"Ontario","Conservative Party","$50,000 to $74,999","NA"
"13521","Female",0,1,1,"Ontario","NA","NA","NA"
"13522","Female",0,0,1,"Manitoba","Conservative Party","NA","NA"
"13523","Female",0,1,1,"Ontario","Conservative Party","$75,000 to $99,999","60 to 74"
"13524","Male",0,0,1,"Ontario","NA","Less than $25,000","NA"
"13525","Male",1,0,1,"Alberta","Conservative Party","NA","60 to 74"
"13526","Male",1,1,1,"Saskatchewan","NA","$100,000 to $ 124,999","NA"
"13527","Female",0,1,1,"Quebec","NA","Less than $25,000","NA"
"13528","Male",1,1,1,"Quebec","NA","$25,000 to $49,999","NA"
"13529","Female",1,1,0,"Ontario","NA","$100,000 to $ 124,999","NA"
"13530","Female",1,0,1,"Alberta","NA","$50,000 to $74,999","18 to 29"
"13531","Male",0,0,1,"British Columbia","NA","$50,000 to $74,999","NA"
"13532","Female",1,1,1,"Alberta","NA","NA","NA"
"13533","Male",1,1,1,"Quebec","Liberal Party","$75,000 to $99,999","45 to 59"
"13534","Female",1,0,1,"Manitoba","Liberal Party","$100,000 to $ 124,999","NA"
"13535","Female",1,1,1,"Nova Scotia","NA","NA","NA"
"13536","Female",1,1,1,"NA","NA","$125,000 and more","NA"
"13537","Male",0,1,1,"British Columbia","NA","$100,000 to $ 124,999","NA"
"13538","Female",1,0,1,"Saskatchewan","NA","NA","NA"
"13539","Female",0,1,1,"Nova Scotia","NA","$25,000 to $49,999","45 to 59"
"13540","Male",1,1,0,"Quebec","Liberal Party","$50,000 to $74,999","NA"
"13541","Female",0,0,1,"British Columbia","Liberal Party","$25,000 to $49,999","18 to 29"
"13542","Male",1,0,1,"Alberta","NA","$100,000 to $ 124,999","60 to 74"
"13543","Female",1,1,0,"Quebec","Liberal Party","$50,000 to $74,999","NA"
"13544","Male",1,0,1,"Ontario","NA","$25,000 to $49,999","NA"
"13545","Female",1,1,1,"Quebec","NA","$25,000 to $49,999","NA"
"13546","Male",0,1,1,"Saskatchewan","NA","NA","45 to 59"
"13547","Male",1,1,1,"Quebec","Liberal Party","$50,000 to $74,999","NA"
"13548","Male",1,0,0,"Ontario","Liberal Party","$50,000 to $74,999","NA"
"13549","Female",1,1,1,"Quebec","NA","$25,000 to $49,999","NA"
"13550","Female",1,1,0,"Ontario","Conservative Party","$125,000 and more","45 to 59"
"13551","Female",1,1,1,"British Columbia","NA","$75,000 to $99,999","60 to 74"
"13552","Male",0,0,1,"Manitoba","NA","NA","NA"
"13553","Female",1,NA,0,"British Columbia","NA","NA","NA"
"13554","Male",1,1,1,"Ontario","NA","NA","NA"
"13555","Female",1,0,1,"British Columbia","Liberal Party","$100,000 to $ 124,999","60 to 74"
"13556","Male",1,1,1,"Ontario","NA","$25,000 to $49,999","NA"
"13557","Female",1,1,1,"Nova Scotia","Liberal Party","$50,000 to $74,999","60 to 74"
"13558","Female",1,0,0,"Ontario","NA","NA","NA"
"13559","Female",1,0,0,"Quebec","Liberal Party","NA","NA"
"13560","Female",1,NA,0,"Ontario","NA","NA","NA"
"13561","Male",1,1,1,"Alberta","Conservative Party","$125,000 and more","NA"
"13562","Female",0,1,1,"Alberta","Conservative Party","$75,000 to $99,999","45 to 59"
"13563","Female",1,1,1,"Ontario","Conservative Party","NA","NA"
"13564","Male",1,1,0,"Ontario","NA","$125,000 and more","NA"
"13565","Female",1,0,1,"Alberta","Liberal Party","NA","NA"
"13566","Female",1,0,0,"Ontario","NA","NA","NA"
"13567","Female",0,0,1,"Alberta","NA","NA","45 to 59"
"13568","Female",1,0,1,"British Columbia","Conservative Party","$75,000 to $99,999","NA"
"13569","Male",1,0,1,"British Columbia","Liberal Party","NA","75 and above"
"13570","Male",1,1,1,"Ontario","NA","$50,000 to $74,999","NA"
"13571","Male",1,1,0,"British Columbia","NA","$25,000 to $49,999","45 to 59"
"13572","Male",1,0,1,"Ontario","Liberal Party","NA","NA"
"13573","Female",0,1,1,"New Brunswick","NA","$50,000 to $74,999","NA"
"13574","Male",1,1,1,"British Columbia","NA","NA","NA"
"13575","Female",1,1,1,"Ontario","NA","$75,000 to $99,999","NA"
"13576","Female",1,0,0,"British Columbia","Liberal Party","$75,000 to $99,999","NA"
"13577","Female",1,0,1,"Alberta","Conservative Party","$25,000 to $49,999","NA"
"13578","Female",0,0,1,"Alberta","NA","NA","NA"
"13579","Female",1,0,1,"Ontario","NA","NA","NA"
"13580","Female",1,1,1,"Ontario","Conservative Party","$50,000 to $74,999","45 to 59"
"13581","Male",0,1,1,"Alberta","Conservative Party","$125,000 and more","NA"
"13582","Female",1,1,NA,"Quebec","NA","NA","NA"
"13583","Female",1,0,1,"Manitoba","Conservative Party","$100,000 to $ 124,999","NA"
"13584","Male",1,1,1,"Alberta","Conservative Party","$125,000 and more","NA"
"13585","Male",0,0,1,"Manitoba","NA","NA","NA"
"13586","Female",1,1,1,"Ontario","Liberal Party","$100,000 to $ 124,999","NA"
"13587","Female",1,0,0,"Ontario","Liberal Party","$125,000 and more","60 to 74"
"13588","Female",0,0,1,"Alberta","NA","Less than $25,000","NA"
"13589","Male",0,0,1,"Quebec","Liberal Party","$25,000 to $49,999","NA"
"13590","Male",1,0,1,"Ontario","Liberal Party","$25,000 to $49,999","NA"
"13591","Female",1,1,1,"Nova Scotia","NA","$25,000 to $49,999","NA"
"13592","Female",1,0,1,"Nova Scotia","Conservative Party","NA","75 and above"
"13593","Female",1,0,1,"Ontario","Liberal Party","Less than $25,000","60 to 74"
"13594","Male",0,0,1,"Quebec","NA","NA","NA"
"13595","Male",1,1,1,"British Columbia","NA","NA","NA"
"13596","Female",1,1,1,"Quebec","NA","$50,000 to $74,999","NA"
"13597","Female",1,0,1,"Ontario","NA","NA","NA"
"13598","Female",1,0,1,"Saskatchewan","NA","NA","60 to 74"
"13599","Female",1,1,1,"Nova Scotia","Liberal Party","$100,000 to $ 124,999","NA"
"13600","Female",1,0,0,"Ontario","NA","NA","NA"
"13601","Male",1,0,1,"Alberta","Conservative Party","$125,000 and more","75 and above"
"13602","Female",1,1,1,"Quebec","Liberal Party","$100,000 to $ 124,999","NA"
